Rating,Review
5,"I'd been recommended to go to Disneyland in January as the crowds are less and the weather is great. We visited 2 days and both were very uncrowded, with 20 mins our longest wait for an attraction. Ideal for kids between 5 11 years old ! The night parade was a highlight."
3,"Disneyland   Oceanpark   Be there by 12PM and 1 day is more than enough. Boring for thd adults but decent not great just decent for kids depending on how much they love the disney characters. If its just your curiosity to experience the hype of Disneyland then please opt for Oceanpark. Amazinb rides, and many themes like zoo, aquariums, waterpark and rollercoaster rides to experience. Definitely the better option."
5,"It was January 2015 when we visited HongKng on a family trip, our first international trip of course it will not be complete without visiting Disneyland, so we pack everything that we just need for the trip , so we won't be over baggage, hahah..just enough for the 2 nights stay, not knowing the temperature in Hong Kong that time increase up to 6 degrees and even 3 degrees when we left on our way back to PH, the jacket that we brought was not that enough to insulate us to very cold weather,, and even that time, it's the longest time that HOngKOng even experience that kind of very cold weather. One lesson learned from our travel is to always check the weather so you will be more than ready to enjoy the trip. But still we enjoyed the Disneyland tour especially my daughter who loves Minnie mouse.. Hopefully we can go back again and feel young at heart again."
5,"This is my second visit to Hong Kong Disney. I remember it being not remarkable the first time (many years ago). But, this time, I think it is worth the price of admission and a great getaway. There's several Hong Kong only rides that you have to do. Comparing to Shanghai Disney, I prefer this one a little more. We spent two days here and could have stayed a little longer. So, if you are a Disney fan, do not count this Disney as the little one. It has pure Disney heart."
5,It was nice time to go there and see the parade. But the queue to take picture with Mickey and Minie was tooooo long.
5,"My husband and I had a long layover at the airport, so we left our bags at the Left Luggage counter in Terminal 2 and caught a blue taxi to Disneyland. I   ve visited both Disney parks in the States many times, so I was excited to see the similarities and differences at the Hong Kong park.We arrived around 2:30 pm, and there was absolutely no queue. The ticket counter employee kindly informed us that there was no need to purchase fast pass tickets given the small number of guests at the park that day. And she was right! The longest queue was for 25 minutes for Winnie the Pooh. Otherwise, we walked right on to rides or waited 5   10 minutes. I have never seen a Disney park less crowded (we visited on January 9th).Like all Disneys, the park is charming and well done. There is a LOT of construction right now, including the castle and construction in Tomorrowland. There is a strong focus on photographs   so many character meet and greets and photo opportunities everywhere. Perhaps this is due to the new Instagram focused world we live in. It was fascinating to see so many dressed up guests ready for their pictures   high heels, designer dresses, lipstick, etc. This is not your normal turkey leg eating guest at the Florida park. :)The park appears to be quite small compared to CA Disneyland. We spent about 3.5 hours at the park and we were ready to go (we only rode the majority of the rides once). The roller coasters were a bit more exciting than those in the States   Big Grizzly Mountain Runaway Mine Cars (which looks like Thunder Mountain Railroad) is much more exciting. It was also interesting to see the similarities and differences between Mystic Manor and the Haunted Mansion. There were also a few new rides and experiences that I hadn   t seen in the States.I   m glad we didn   t take a full day out of our initial visit to Hong Kong to visit Disney, but it was the perfect place to spend a long layover. "
5,"Smaller and with much less    challenging    rides than Ocean Park, HK Disneyland nevertheless really delivers.We went to HKDL only a couple of days after OP and thought it might be theme park overkill, but easily managed to keep going from before opening (we arrived 15    prior to 10.30am start) until closing after the final street parade. The family, including 17, 20 and 22 year olds, each had an awesome time. The lines were short (a Thursday in January), the weather perfectly in the Goldilocks zone, the rides fun albeit not too much of a challenge, and the vibe was ideal (how can you not get into it when fully 10 20% of the adult guests are wearing Mickey  Minnie ears or other HKDL headgear?!). I can even recommend forking out slightly extra in buying the combo food package (something I normally eschew), and definitely suggest it   s well worth purchasing online prior to going. If you can only go to one park I   d suggest HKDL on balance (cleaner, easier, fewer queues and less walking), unless you   re after more of a    local    flavour or want more thrill seeking rides. Ideally do both and make your own comparisons. Either way, enjoy the ride!"
3,After visiting Florida Disney World three times it is hard to have anything that will live up to the one in Florida. We love Disney and the magic spirit it creates. Hongkong Disney is very small. We went over the part in 6 hours so buying more than a 1 day pass is not necessary.If you just love to walk around and feel the atmosphere this is perfect.
4,"I got a    It   s My Birthday    badge and I   m all happy with it. The service crew gives excellent service and try to make everything as magical for their patrons as possible. The ride that one should never miss is the Mine Ride  totally worth it. I accidentally broke a piece of glass item in the shop, when I   m about to pay for it  the crew (female) didn   t want me to pay as they knew it was a genuine accident (Shop At Hotel Hollywood). "
5,It   s small but still huge areas and attractions to discover in one day! Just go at opening time and during week day otherwise it will be terrible experience. We were lucky to visit mid of week days that   s why many of the attraction areas not much people on the queue! 
5,"It was so nice to escape the city for a day and visit Disneyland! It   s easy to get to (take the train from HK central to Sunny Bay, on the Tung Chung line, then change at Sunny Bay, then the purpose built Disneyland line (Mickey theming literally everywhere!) to the resort. It   s around 600$HK which is around   60 or US$75 for a one day pass, and one day is really all you need. (They do sting you a little on the locker charges though). It has all the Disney touches you   d expect at a Disney park, but it   s very small and compact. I was lucky that the day I visited crowds were low. I never queued more than 10min for anything. Hyperspace Mountain and the Iron Man ride were great, Tomorrowland is probably the best for adult guests. The mine train in Grizzly Gulch is great too. Mystic Manor will seem strange if you   re used to the Haunted Mansion, but it has its own charm. Almost everything is kid friendly and Fantasyland seems to take up a larger proportion of the park than in Florida or California. It was so quiet that some food outlets were closed, but the Skyliner Diner, Explorers and Banquet Hall had good choices and plenty of seating"
3,"This Disney is very small and one day pass was more than adequate. The castle was closed off for refurbishment, so no nice pics of the castle or sounding area, the castle is also only half the size of other disney resorts. The Mickey light show in main street was excellent and very well done but sadly the night show that we waited for was cancelled 2 mins before it was due to start because of about 3mins of a VERY light rain shower. We have visited Florida Disney many times and it is obviously far superior but the main comment I have to say is that every single staff member at Hong Kong looked miserable and that they didn't really want to be there, by comparison Florida staff are bursting with smiles and fun. Not many large rides here and only two fast pass rides. We ate at the Chinese restaurant which was just average food. I would definitely recommend a visit and for those that can 't compare to other Disney parks you'll have a great day out."
4,"I assume its smaller than the one in Tokyo. Tried a few rides, not too extreme. The rain causing the parade to be cancelled, dissapointed but it was okay. Last minute to ride before the park closed. Can be expensive, but it was okay.."
4,This park is not as crowded as the other disneyland parks and the layout makes it easy to hit all the big rides in a day. Two days would be ideal for completing all the shows and meet & greets. The food options are varied and quite good.
5,Our experience in Disneyland was unforgettable. From we start until end we are happy all do the weather was bad we are very enjoy.
4,"If you   ve been to other Disney parks be prepared as this one is very small. Still has great attractions and feels like Disney. A number of attractions were closed when we visited so the one day pass was sufficient. Don   t get the add on meal vouchers though, not great value and restricts where you can eat from"
5,"My family and I had an amazing time. Yes it's smaller than the others but this it makes up for through its beauty and, dare I say it, originality without straying from the basic Disney experience. One day was not enough and I can't wait to see how it expands in the future."
5,"Our main attraction for visit to Hong Kong is Disneylaned. We are very happy with the trip and a day spent with Mickey and Mini!  Must see for any age, all the more for kids from 3 17 years."
5,"We bought the 2 day ticket   please try as much as possible to spend 2 days here. There is so much to do, to take in, to absorb and to enjoy. Go on every ride possible, doesnt matter if you feel too young for it, Go on it. This park is truly out of this world. Dont even miss the shows! Will entertain disney fans   young and old. Do everything touristy   mickey mouse waffles, star wars churro, minnie ice cream, pics with characters, toys and souveneirs. Most of all   take tons of pics. The memories will never leave you."
5,The main destination we visited hongkong. Dont forget to purchase tickets in by online before coming to void a long queue at the counter. Most of track are suitable for young children and their souvenier shop has pleanty offers. The night attraction also entertain us so much
5,"Disneyland Hong Kong is smaller than LA and Disneyworld parks in Florida but it made for an enjoyable day.The MTR train   which takes you right to Disneyland   is easy, fast and affordable.The only complaint from my husband is that there were no donuts!!!!! :)"
5,"It was my first time going to a Disneyland and it didn   t not disappoint. We saw shows of Moana and lion king, did all the rides and we also saw the parade. It was a pricy ticket to get in but we spent a whole day in the park. It was so much fun. I would highly recommend it."
4,"It was a bit of a disappointment when you have to queue up for nearly 30 45 minutes for a rides. Even you want to get fast pass for the rides, they can tell you no pass is available. Park is not big and you can walk around everywhere. With young kids you can rent their wagon for 120hkd per day. Entrance fees is comparatively high as compared to other countries. But still worth to come as the kids love it!!"
4,"Our 6th visit to HK Disneyland. Everything is in close proximity and queues weren   t too bad   30 minutes tops. Not bad for New Year   s Day. Still a shame there are no fireworks, but knowing that beforehand we booked dinner when we would normally watch the fireworks display. "
5,This is a great park which is great if you have kids under 13 years of age as it is not to big and can be done in a day if you push it. Kids and adults will love it
3,"have not visited HK disneyland for a few years. compare to last time, toy story is good place to visit. but the star wars theme in tomorrowland is a big disappointment. we queued for long time for commander at post    just one was there R2D2   Shanghai disneyland is much better here. but the 8pm paint the night parade is fantastic!"
5,"Excellent day at Disney, queues for most rides less than 20 mins. Philarmagic amazing as always. Really nice feel to the park with far less crowding than Florida. The Iron Man experience was the highlight. Unfortunately evening parade was cancelled due to inclement weather. As in the whole of Hong Kong, public transport is cheap, efficient and very frequent."
5,"We, a family of 4, (kids 11yrs & 8yrs) went to Disneyland on Christmas Eve. We had read the reviews and just knew we had to be prepared for the crowds but I have to say, we were pleasantly surprised. We booked our tickets online through Klook, which proved effortless as we showed our QR codes to gain enterance and off we went. We were inside the main enterance just after gate opening. We had been to Disneyland California and roughly knew the rides we wanted to get on, so headed straight for them. We rode quite a few of the rides with little to no waiting time and made our way around the park easily picking rides depending on wait time. We only had the 1 day, so if you do too, I suggest you wear comfortable shoes. Yes, it   s a smaller park but there   s still kilometers to walk. Ultimately, we had a great day out and would definitely recommend a Hong Kong Disneyland visit."
5,"We stayed at the Disneyland Hotel and spent 2 and a half days in the park with the kids. Hire strollers in the park for young kids at HK$120 to ease the kids walking and tiredness. A good spread of attractions and rides for old and young. Food in the Park is VERY expensive, HK$28 for a bottle of water! The Lion King and Mickey Magical Story book shows were outstanding and 20 30 minutes long to align to small kids attention spans. The Disneyland Park app came in very handy, displaying waiting times at rides and attractions as well as helping to navigate through the park."
5,"Spent a day here at the park on Christmas Eve, the experience was very magical. As always the park is filled with crowd but it did not affect our enjoyment of the day. Used the Disney app and was able to gauge approximate wait time for each ride. We came early in the day and was able to experience a good part of the park. Highly recommend the Grizzly Mine Car and Hyperspace rides. We also watched a few shows and parades. The Lion King show was particular magical, really brings back the kid in us. The evening Christmas themed shows are very memorable and well orchestrated! Definitely a magical and unique experience in HK "
4,"Average waiting time for the more popular rides is 30min. Back to the future is replaced by Ironman, I guess. Buzz Lightyear is also being removed. Hyperspace mountain is too bright and windy to open eyes and it's a crazy non stop high speed roller coaster ride. I prefer Grizzly Gulch roller coaster. The speed varies, including a backward ride. There's a cycle of high speed ride too but it's more bearable than Hyperspace mountain.Food is very expensive in the park, as expected. Average HKD120 for a meal."
5,"It was a magical experience, we had young children and they totally had so much fun. For the older children not too many things for them. The best time is at night when you get a more of a magical feel. Have too many photos, can't upload them all. "
4,"We went there with 2 days ticket as Disneyland offers this promotions, with 2@$15 voucher and free pop corn.Would strongly suggest to buy advanced online ticket to SKIP the line! You might want to compare official Disneyland with other online travel providers to get the best offer.This theme park is smaller compared to the Tokyo ones, yet as we went on Christmas holiday, around 50 mins waiting time is expected for each attraction, and in the end we can not try all rides. "
5,"We showed up at the park about 45 minutes before the opening because I was worried about traffic and the entrance to the park was pretty empty. They opened the park a full half hour before the official opening! Once we were on Main Street, we were able to get photos and do a little shopping before the 10 am opening of Tomorrowland. Some rides opened early while others opened a little later. The castle was under construction, so that isn't a good picture right now. We did the Ironman ride which was very fun and there was no line at all. It seems that since Shanghai Disney opened it isn't as crowded at Hong Kong Disney. We did all the big rides that we wanted to do and funny enough the longest line was for Jungle Cruise. Haha! Our new favorite ride is Mystic Manor, a new and terrific version of Haunted Mansion. It is really well done! Be sure you see it! We loved the park! We made a reservation at Crystal Lotus but didn't have a cute dim sum reservation so we were not able to get that. I wrote a separate review on that restaurant. We had done the whole park and shopped by 1 pm. As we headed out to go to the Disneyland Hotel around 1pm, the crowds coming in were insane! Apparently everyone arrives late and stays late. So we were very happy to come early and leave early. Happy that we went, and enjoyed it! We got discount tickets from Klook.com in advance. When there isn't a crowd, it's a pretty small park and easy to manage. Go and have fun!"
4,"We were here with our 11 year old son. It is a smaller park compared to the parks in the U.S. and definitely doable in about 7 8 hours. Our favorite rides were the Grizzly Gulch, Hyperspace Mountain, and Iron Man Experience. My number one tip is to get there right at 10:00. No lines to buy tickets to get into the park and super quick to walk over to the rides. We were there on a Thursday in January and we didn   t have any lines longer than 5 minutes until around noon. We also got a fast pass for Hyper Space Mountain in the morning to be sure we could come back again later without waiting. I would also recommend downloading the Hong Kong Disneyland app to see wait times and get a map of the park. We ate at the Main Street Corner cafe and the sweet and sour chicken and shrimp and the burgers were really good. It was easy to get here with the MTR and it took us about 35 minutes to arrive from Kowloon. I don   t think I would come here a second time, but definitely worth a visit at least one time. "
5,My 2nd time visiting HKG Disneyland...My children and ourselves enjoyed every moment when we were there...A place worth visiting...
5,"I visited Disneyland with my family and partner. My partner and sister were probably just young enough to get away with acting like big kids but even though we are all young adults plus my parents, we all had a great time. The rides were fantastic!Mystic Manor was a fantastic experience and appropriate for all ages, we went on this ride three times. Get to the Iron Man experience early and soak up everything that part of the park has to offer, it is an awesome section.We bought tickets that included meals and drinks and snacks and these were definitely the best value. There are heaps of options for restaurants to eat at so choose wisely where you use your voucher.If you're planning on purchasing souvenirs, take some extra cash as this can get quite expensive.The MTR Train into Disneyland is an experience in itself, it is a completely Disney train and make the experience all the more magical for the kids!"
5,"It is my 3rd visit since 2005Every time there is something new, they keeps updating adding attractionsUnfortunately they stop the fire work due to some refurbish for Princess CastleIt is not big one, 2 days is all you need there, but you will enjoy itMost of the attention for all years oldSo all the family will love it"
5,"We visited Disneyland Hong Kong mid dec 18, we had such a lovely time there especially the kids. it wasn't too crowded at the entrance, actually we bought the ticket at the hotel itself and this saved us not to make the queue. if you want to explore everything better to go there in the morning itself. Great rides but queue is quite long. when you accompanied with kids you have to ensure extra money for rides toy shop pictures taken etc.... but it worth the price you pay and the nice moment."
4,"We went with 3 girls aged 5 to 13, and there was enough for everyone, which surprised me as I thought the eldest would be bored. Although it is quite geared to little princesses, there are enough good rides and nostalgic experiences to entertain most. To be honest, I really wasn't looking forward to this, as Disney isn't my thing, and I loathe plastic environments, but it was well done, and much more entertaining than I'd anticipated. The Mystic Manor ride was good but the queue was abysmal, and not very clearly signposted. The riverboat ride was fantastic, largely because of the guide who deserves either an Oscar or a pay rise for her brilliant commentary. The Runaway Mine Carts ride was extremely good fun, and very well done in terms of safety. Most queues moved surprisingly quickly, and it was all relatively painless, even for a Disney cynic like me. I much preferred it to Disneyland Paris, which I found to be much more plastic and money grubbing."
3,"I think the hype about Hong Kong Disneyland Resort is more that the deliverable. The actual experience was not what I expected. The expectation was actually too much with all the video and pictures on line.There were very few characters to mingle with. A couple of them just came out a few minutes for picture shoots and headed back in. The on line videos showed Disney characters just walking around the park, interacting with people, making the ambiance of the park more Disney like. This was actually the expectation. I was expecting Cylons, Jedis, Mickey, Minne. Goofy, etc to been seen in the park. But unfortunately, we actually had to look for them.The entertainment in itself was not bad. The place was clean and the staff friendly. But the magical experience did not reach its peak.Don't go there with too much of expectation, or else you might be disappointed like I was. Worth a visit but not for repeats."
4,"Having previously been to Walt Disney World, I decided to take my kids to Hong Kong Disneyland for their first Disney park experience. This decision was mainly based on it being a smaller park so a little bit easier on their little legs. They absolutely adored it! My six year old went on every ride (apart from RC Racer due to height) and apart from Mystic Manor (which he found a little scary), he loved them all. The look of delight in my three year old   s face was also sweet. It was a fantastic warmer for the bigger parks in the U.S.A. One day park? Definitely not. We did every single ride (apart from RC Racer and Tarzan   s House) and every single show (apart from Moana) and parades, net characters, did none of the gardens and we just fit it into two days. And we were there from open to close with a stack of fast passes in hand. Maybe we were slowed down due to having little kids with us but I don   t know how people do the park in one day and do it justice. Where the park lost a star was the food and merchandise. The food was gross. That   s all I can say about that. The merchandise? Well unfortunately there were heaps of shops on Main Street but they all stocked exactly the same merchandise. Apart from Pandora which I don   t personally wear, there was nothing for adults. The variety just wasn   t there and the selection that was there was poor. Would I go back? Probably not now that it has been done but we are looking forward to the next Disney park. "
3,"I have been going to HK disneyland several times. Not much change. The parade is still the same and the attraction as well. New attraction is coming but unfortunately replacing my daughter favorite attraction. Some part near the castle is closed for renovation, make it not pleasant to take a picture. For those whom has not visited the park, it will be nice to experience it but after several times it will be boring."
3,"This place is overrated. Entrance fees are expensive, the queues for rides are very long, the crowd is horrible. Tokyo Disneyland is much better. Btw, Ocean Park is way better!"
5,"I love disney character since I was a kid, and I brought my daughter here and she loves every part of it. I love the parades, every different seasons too. It always makes me goosebump and love the music. I didn't make any much photos with the character but my daughter did. Worth to pay for the ticket for a year pass. This place is a happiest place on earth for me!"
5,"It was our first time to Disney and we had a magical time. I must say I was a bit scared about the attitude of the staff from certain reviews I read. All the staff and all the visitors (local and foreign) were very polite and we had a great time. If you are not a fan of roller coasters Disney Hong Kong is the place to go. It offers more family moments and spreads its magic through beautiful shows like Moana, The lion king, the story book. The park is not that big and can be done in 2 days. Watch out for the timing for Disney parades. Be prepared to queue up to 60 minutes for the popular rides and shows. We will surely go back to Disney Hong Kong. "
5,"Way better than the one in Shanghai, and better than Disneyland in Paris. Not very big but the lines are very long in most of the seasons , like anywhere else in Hong Kong you need to wait in a long queue to get in the ride. "
3,"We visited Hong Kong Disneyland with our two sons who are in their twenties. We seemed to enjoy it more than them! Lots to see and do, but most on a very tame level. If you prefer the more exciting rides, head over to Ocean Park. But for us, Disneyland was the happiest place on earth that day.It is expensive, yes, but just make the most of it and laugh along with all the others who are there for the day. Remember, if you are 65 and over, there is a huge discount! Normal entry fee is HKD615 and over 65 is HKD100. You can't purchase senior tickets online and have to do it when you are there. Many said that the officials don't ask for proof of age when you purchase this ticket, but they did ask us. So make sure you have this with you!Great day, thoroughly enjoyed it!!"
4,We were here at a busy time of year so there were long queues for most rides and limited express passes but it's disneyland so still well worth a visit. They have WiFi but it's very patchy. It's expensive as you would expect but the kids loved it. 
5,I   ve been to LA   this one is good too. But wait times and crowd can get to you. Getting a Two day pass helps if you have kids on tow.
3,"Compare it to universal studios, Disneyland hongkong is overrated! 1. Tickets are Expensive because half of the theme park is under renovation! 2. Food is way too expensive for a no quality product. They should have at least upgrade the taste, serving and of course presentation. 3. Photo ops with mascots is 15 minutes only. They should have additional time or Atleast post the timeline in a map direction for visitor   s reference! 4. Sellers here are rude! They will not give you unless you pay first, (as if you   re not going to pay if you order duh ) 5. Good for kids who don   t like extreme rides. 6. Picture in maze imposed limited time also. We recommend for children but not with teens who enjoy extreme rides! 7. Food and drinks from outside is prohibited. Again, as if the food here is awesomely tasteful! It   s really a waste of money to eat here. NO QUALITY!!!!! But rather pricy."
2,Our two day visit to Disneyland was a bitter disappointment. The park was so busy you could not move around freely. The average wait time for each ride was 60 minutes. There is no option of a fast pass as is the norm in many other theme parks around the world. We did not see the Disney Princesses for a photo opportunity (which was the only reason my youngest two wanted to go to Disneyland) and all the other photo opportunities were full before we even arrived at the destination. The train around the park only went one way and did not return to its point of departure. The lines for coffee and food resulted in is leaving the park earlier than we anticipated because the wait was too long. A very disappointing experience to say the least and we will not be back! Please do not visit during the Christmas New Year season!
5,"Bought 2 days pass and it was really worth every cent....easy access via MTR and it took roughly around 25 mins from Tsim Sha Tsui MTR station....we explored all the 7 theme parks....they do have halal food and provide prayer room for muslim....we did not take picture with the character as the queue was too long and it was not a regret as we can enjoyed ourselves with all games with queue time less than 15 mins....please go there on weekdays and not on weekend.....and for those planning to come here with children, take the 2 day pass...."
4,"Disney is going under a process of renovation. There are great things to come. Still, being there is a great experience."
4,"Rides wise, kids will enjoy. Tyere are no edtreme rides. Food are on fair price. Got a 3in1 meal promo w our ticket. Best to go to tge rides you want in the morning w less waiting time thennget a fast pass on other rides tgen come back later. You   d really reminisce your childhood on this one."
4,"You can get here from Sunny bay MTR station interchain tonMTR disneyBought 2 day pass in December friendly weather in first day 25, get promo for 2X popcorn 2X Disc HKD 15. Ride also friendly for children below 5. The new ride is Iron Man 3D SPACE ship. And Moana dance performance. There 2 rides that you can enjoy fast pass. Space mountain and Winny the pooh. So come and collect your fast pass ticket firstResto will be full of crowd and long Q, suggest yo have early or late lunch, and bring yor snack for delaying your lunch. Parade entertaint us in the afternoon and a singing fire works performed in the closing day 8 pm but unfortunately this time, the castle is under renovation no fireworks this Xmast. "
5,Went there in the beginning of the month of December. Disneyland is already wonderfully decorated with Christmas lights and many performances during this season. Not too crowded too. Highly recommended.
5,"We visited just after Christmas 27th but the long line never ended . Was great to catch Mickey and Minnie at the first stop.We booked the tour with gray line tours in hongkong , Candy and Gladys were the best . You can get there by subway ( mtr). "
4,"I've been to Tokyo Disneyland and Anaheim Disneyland, Hong Kong Disneyland is smaller but certainly if you're already in Hong Kong don't miss it. The Ironman Experience, the Hyper Space Mountain and the Big Grizzly Mountain Runaway Cars are the best attractions."
5,Visited Disney over the Christmas holidays.  Beautiful park and holiday decorations.  Enjoyed the lighting of the Christmas tree.  Definitely a fun day and so easy to get to by MTR.
5,Disneyland is every child dream place but it is always super crowded. This disneyland on the other hand ain't that crowded! YAY! We went early in the morning. The morning crowd is manageable. We manage to get to go twice on some rides. Did not wait more than 30mins at any rides. Easy to walk around. Christmas lightings were up. We saw the parade and it was fun. Snacks stores everywhere. Many shows to watch. Very well organised place. Go on weekdays and it will be great! I went on Friday and it is not that crowded.
5,"Disney land is great for fun and stuff but 3 years ago, there were rides like the Buzz Lightyear based shooting and Utopia. They were quite popular rides but Disney has taken them away and replaced them with rides like Iron Man Experience. Of course, these rides are quite good but what about the old ones? They were good too. Also, the castle is currently under construction and the food is quite expensive"
3,too many china pple pushing and shoving you around without an apology! so Traumatic. Visited last year and this year...nth much has changed. I prefer Tokyo Disneyland!
5,"First time here in Hong Kong Disneyland... my kids had lots of fun here especially the Mystic Manor and the Toy Story Parachute Ride... The place is huge but because it is too pack during the time we go, so we wasted lots of time is queing for rides and even for foods. There lots of stuffs in there   they evenhave Starwars and Ironman ride in there... my kids loved it... Met Mickey & Minie, Goofy, Chipmunks, Donald Duck and Ironman too... "
5,"Went to HK Disneyland last 17th December 2018 with my wife and 3.5 year old son. Even if it   s not our first time anymore, that magical happy feeling is still palpable.We arrived 10:30AM and as expected, we inevitably spent too much time in the first area around Main Street with so much to do and see, before realizing we had to move on to the other areas and attactions. My son particiularly loved the Toy Story Land area, given his familiarity with the characters there, we even went back there at night for a second time upon his request. We also spent more than an hour lining up to have a picture with Micky Mouse, but the long wait was worth it (had an easier time lining up for Chewbacca & R2D2 earlier).We had lunch and dinner at the Royal Banquet and Explorers Club, respectively. These venues offer great food and are good choices in maximizing your Klook meal coupon (HKD 149 per meal and you just pay the excess if any, plus a free ice cream or popcorn). As usual, lining up for rides was a bit of a challenge, but got easier towards the afternoon, so we just chose the ones that were suitable for our son. We took a lot of great photos all around the park and realized in hindsight that we should have gotten the 2 day pass instead of 1 day to maximize; perhaps we   ll do it next time when our son is older.By 9PM, the Parade of Disneyland characters got underway and my son, no matter how sleepy, perked up especially when he saw Lighning McQueen and Big Mack! It was an eye catching moving light show by all the performers who really looked good glowing in the dark with their LED suits and mobile stages. Then after the Parade, we went to the shops for souvenirs before we finally went back to the hotel via MTR (which fortunately operates until before midnight).Our recommendations: 1. If you really expect to spend the whole day at the park, best to avail of the Klook park entry tickets with meals for savings.2. If your overall HK itinerary can accomodate, consider the 2 day pass instead of 1 day if you really want to maximize all the attractions there without rushing so much (your kids will surely enjoy). Downloading the theme park application will also greatly help because you can conveniently see all the shows and at what time. 3. We suggest also that you print the Klook park entry tickets if possible so that it is easy to present it at the gate because trying to open the e coupons from one   s mobile phone can get confusing and will delay the queue (like what happened in our case). (Using the said e coupons, they will print out the official coupons at the gate which you will use to claim your meals snacks later on.)Hope this review helps!"
5,"I love the attention to design and detail here, along with all the basic great things that happen here   had a great day seeing things and experiencing many rides. Over time I am thinking they should add another park here. This is a solid one day adventure, and two days if you incorporate some rest   I think staying at the Disney hotels would be very good for that. Having come here from California, and been to the Anaheim Disneyland several times, this might somewhat pale in comparison, but still a fun experience. Also great people watching, especially for a westerner. Snowfall at the Christmas tree was fantastic, and I still love It's a Small, Small World!"
4,"My kids very enjoyed it especially Mytic Monor, Lion King Show and Story Book Show. The show was superb and we had wonderful time in Hong Kong Disneyland."
5,What to say. Everything is magical...!!!  We visited during XMas and lit brilliantly.   Everything is expensive inside.   But once in a lifetime experience...
3,"December is the best of the year toBe at Disneyland. It   s so festive , only problem is the huge crowd due toHoliday season. Kids age 4 8 will enjoy all the kids rides .. there are few good rides only for adults . How   re they have done a good job with so many activities and well connected zones. Mystic Manor was scary and funny. The big FrizY mountain mine car was amazing ... the best ride here .The wondrous magical story was an amazing show. Don   t miss it. Few very kiddies rides are there which u can easily do in any park. The Iron man sharks was a good thriller ride. Tomorrow land has a good food court and the best food was at the Explorer   s restaurant next to Mystic Manor. Good Indian Food. Very expensive but u have no Choice as outside food is not allowed. It was cold day when we visited so needed jackets. Overall a fun filled experience! Recommend it! "
5,"I would like to show my appreciation towards the staff at Toys Story   Parachute for their calm and professional assistance towards us when my daughter injured herself on the head when queuing on 23rd Dec. Although our visit was cut short, the staff leave a good impression for us. Thanks again."
4,I recommend exploring the adventure zone at first then others because the queue was extremely long. Average waiting time was about 40 70 min.
5,"We spent a whole day at Disney during a weekday. Went in the morning, and hardly need to queue. Even in the afternoon, each queue is less than half hour at the maximum. Wonderful experience and the kids love it. The shows are professional and entertaining too. Stay for the night parade! "
4,The park is very well organized. The support staff is helpful. There are lots of brochures and maps and restrooms. The restrooms are clean.Its easier to walk around and is manageable.Vegetarian food options are almost nil. Road side stalls area is smelly with non veg food.Rides are safe with safety checks. The staff checks them all before starting.The queues are long for each ride... about 40 min.We enjoyed the park !!!
4,"I was with my 2 little kids while visiting Disney Land during raining day unfortunately , we were upset that the Train of Disney railroad in Fantasyland to mainstreet was close on time at 6pm even RAINING !! it should be operating to send as many visitors as it could back to the main street in order to get home or get back to the main place for dinner. In fact, many people were wet without the alternate option but to walk all the way to Main Street even some without rain suit and umbrella ..."
4,"Visited Disney Land with my Wife and three year old Daughter. My daughter loved it, the kids friendly rides, musical & the shows. Good place for kids to go. Though limited rides for adult, however if going only for kids, they will like it and recommended. "
5,We arrived just after 10 am which is best time to arrive and went straight to farthest rides and had lots of fun in first couple of hours. Runaway train such a great ride along with space mountain. Still can   t beat the parade in the afternoon 
4,"The castle was closed! No Street Parade! Pricey food and souvenirs! When they will re open the castle? No definite time, maybe sometime in 2019 or 2020? It was unlucky to us NO CASTLE NO STREET PARADE instead a projector show and Mickey will appear sometime on an elevated stage.Though my teens got an unforgettable experience. This visit happened in the first week of October 2018. Try to choose another month and date if possible because this is the busiest season, so what you expect:1. Very very Long queue 2. Very pricey3. Very hot4. Very noisy5. Plenty of long walksPrepare your wallet, prepare your stamina, prepare for the crowd.The Iron Man experience was the best so far. The small world ride and show was just too much. Don't miss the book reading show, A day is not enough to take all the rides and shows because the long queue made it so difficult for you to finish or watch them all.Book your tickets ahead of time to make sure you won't waste even more time queueing to get tickets because definitely, you need more time to tour the whole place."
4,"This is the third time I had visited Disneyland Hong Kong with my boys. Each boys had a visit and of course the eldest had three! Each of these visits never fail to entertain us and making us enjoy every moment here.Ambience: still as fun and enjoyable as the first time I had visited it in 2013. The party mood is everywhere!Service: the staff are so accommodating and always strive to make everyone happy. They are helpful and never seems to be agitated by our request.Rides and Games: there are some new entertainment, e.g. iron man and Star Wars. Even the older games are so well maintain and clean. I still enjoy them.Food pricing: as in all theme park, food and drinks are expensive. A meal cost us an average HK$120 150. Do pack some drinks for your kids to save up on the drinks part.Disneyland HK well done! I feel so like a child every time I am back here. :)"
5,"i like the Hong Kong disneyland and have visited it a few timesthe food particularly has the option of some wonderful chinese cuisinecoupled with the traditional disneyland classic, and this is an ideal place to soenda full day, but do remember to buy a fast track pass..."
5,"Superb nice to be here, dream come true. But it was not any firework attraction because sleeping beauty castle has been renovated. Over all, this place is so good, a lot of happy inside"
